Cghs Rate List1500.00,,,,,,,
SNo.,Procedure Name,Speciality Classification,Tier,Facility,Ward,Cghs Code No.,Rate (?)
1487,Rupture Uterus Closure & Repair with Tubal Ligation,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG006,40850.00
1488,Perforation of Uterus after D/E Laparotomy & Closure,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG007,19000.00
1489,Laparotomy for Ectopic Pregnancy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG008,33250.00
1490,Laparotomy peritonitis Lavage and Drainage,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG009,33250.00
1491,Ovarian Cystectomy - Laparoscopic.,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG010,40850.00
1492,Ovarian Cystectomy - Laparotomy.,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG011,33250.00
1493,Laparoscopic Broad Ligament Hematoma Drainage with repair,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG012,12730.00
1494,Exploration of perineal Haematoma & Repair,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG013,12730.00
1495,Exploration of abdominal Haematoma (after laparotomy/ LSCS),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG014,26125.00
1496,Manual Removal of Placenta,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG015,8740.00
1497,Examination under anaesthesia (EUA),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG016,5000.00
1498,Burst-Abdomen Repair,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG017,33250.00
1499,Gaping Perineal Wound Secondary Suturing,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG018,5000.00
1500,Gaping Abdominal Wound Secondary Suturing,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG019,8500.00
1501,Complete Perineal Tear-Repair,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG020,8740.00
1502,Pelvic Floor Repair(Rectocele +/- Cystocele +/- Enterocele),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG021,33250.00
1503,Suction Evacuation Vesicular Mole,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG022,26125.00
1504,Colpotomy/Post-Coital Tear Repair,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG023,9200.00
1505,Excision of urethral carbuncle,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG024,12730.00
1506,Shirodkar/ McDonald stitch//Cervical Stitch(Cerclage),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG025,12730.00
1507,Abdominal Hysterectomy with or without salpingo-oophorectomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG026,40850.00
1508,Non-descent Vaginal Hysterectomy (NDVH) with or without BSO,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG027,40850.00
1509,Vaginal Hysterectomy ( including of BSO) with or without repairs,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG028,40850.00
1510,Myomectomy -laparotomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG029,33250.00
1511,Myomectomy -laparoscopic,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG030,40850.00
1512,Vaginoplasty,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG031,40850.00
1513,Vulvectomy -Simple,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG032,33250.00
1514,Rectovaginal Fistula (RVF) Repair,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG033,40850.00
1515,Manchester/Fothergill-s operation,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG034,33250.00
1516,Shirodkar-s sling Operation or other sling operations for prolapse uterus,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG035,19000.00
1517,Laparoscopic sling operations for prolapse uterus,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG036,40850.00
1518,Dilatation and Curettage(diagnostic/therapeutic) with or without Polypectomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG037,13400.00
1519,Cervical Biopsy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG038,9200.00
1520,Transcervical/Hysteroscopic Polypectomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG039,12730.00
1521,Excision of Vaginal Cyst/Bartholin Cyst/Gartner Cyst,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG040,9200.00
1522,Excision of Vaginal/Uterus Septum,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG041,19000.00
1523,Diagnostic hysterolaparoscopy(DHL) with or without chromopertubation/Adhesiolysis/ovarian drilling,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG042,19000.00
1524,Laparoscopy Sterilization/Laproscopic tubal occlusion(LTO),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG043,26125.00
1525,Laparoscopically Assisted Vaginal Hysterectomy (LAVH) with or without BSO,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG044,59850.00
1526,Balloon Tamponade for Post Partum Haemorrhage/Conservative management of PPH(Atonic/traumatic PPH),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG045,8075.00
1527,Total Laparoscopic Hysterectomy with or without BSO,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG046,59850.00
1528,Laparoscopic Treatment of Ectopic Pregnancy-Milking/Salpingotomy/Salpingectomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG047,40850.00
1529,Conisation of cervix/Chemical Cautery of Cervical Ectopy/Erosion,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG048,9200.00
1530,Diagnostic hysteroscopy with or without polypectomy/endometrial curettage,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG049,19000.00
1531,Laparotomy recanalization of Fallopian tubes-(Tuboplasty),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG050,50350.00
1532,Laparoscopic recanalization of Fallopian tubes-(Tuboplasty),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG051,50350.00
1533,Colposcopy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG052,5000.00
1534,Inversion of Uterus - Vaginal Reposition,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG053,5700.00
1535,Inversion of Uterus - Abdominal Reposition,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG054,5700.00
1536,Vaginal Vesicovaginal Fistula (VVF) Repair,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG055,59850.00
1537,Interventional Ultrasonography- Chorionic villus sampling (CVS),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG056,5000.00
1538,Amniocentesis,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG057,13400.00
1539,Thermal balloon ablation.,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG058,33250.00
1540,Ultrasonographic myolysis,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG059,26125.00
1541,Vaginal/Cervical Myomectomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG060,40850.00
1542,Intra Uterine Insemination,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG061,5000.00
1543,Intracytoplasmic sperm injection (ICSI),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG062,20000.00
1544,Laparotomy abdominal sacro-colpopexy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG063,50350.00
1545,Vaginal Colpopexy/colpopexy-abdominal,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG064,40850.00
1546,Laparoscopic abdominal colpopexy/sacro-colpopexy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG065,50350.00
1547,Endometrial aspiration cytology/biopsy (including Pipelle Charges),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG066,3000.00
1548,Laparoscopic treatment for stress incontinence,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG067,40850.00
1549,Transvaginal tapes for Stress incontinence,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG068,33250.00
1550,Trans-obturator tapes for Stress incontinence,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG069,40850.00
1551,Interventional radiographic arterial embolization/Uterine artery embolization(UAE),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG070,33250.00
1552,Internal Iliac Artery ligation,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG071,8075.00
1553,Surgical management of PPH (Uterine compression stitches/stepwise devascularisation)/peripartum hysterectomy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG072,19000.00
1554,Intra-uterine fetal blood transfusion,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG073,50350.00
1555,Hysteroscopy Transcervical Resection of Endometrium (TCRE),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG074,33250.00
1556,Hysteroscopy Removal of Intra-Uterine Contraceptive Device (IUCD),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG075,20000.00
1557,hysteroscopic resection of uterine septum,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG076,33250.00
1558,Diagnostic Hysteroscopy with or without endometrial Biopsy,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG077,20000.00
1559,Sterilization (minilap)-post partum/post abortion,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG078,8740.00
1560,Interval Sterilization(minilap)-BAT / Male Sterilization(Vasectomy),Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG079,19000.00
1561,Medical Termination of Pregnancy (MTP)- 1st Trimester with Medicine /Manual Vacuum Aspiration /Check Curettage,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG080,13400.00
1562,Medical Termination of Pregnancy (MTP) - 2nd Trimester /Suction and Evacuation/Dilatation and Curettage/Dilatation and expulsion,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG081,19000.00
1563,Insertion of IUD/IUCD/Pessary,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG082,4000.00
1564,Removal of IUD/IUCD/Pessary,Obstetrics And Gynaecology Procedure,TIER I,NABH,GENERAL WARD,OG083,1000.00
1565,Ultrasound guided kidney Biopsy,Nephrology And Urology - Biopsy,TIER I,NABH,GENERAL WARD,NU001,9200.00
1566,Testicular Biopsy,Nephrology And Urology - Biopsy,TIER I,NABH,GENERAL WARD,NU002,13400.00
1567,Transrectal Ultrasound (TRUS) guided prostate biopsy,Nephrology And Urology - Biopsy,TIER I,NABH,GENERAL WARD,NU003,9200.00
1568,Uroflow Study (Uroflowmetry),Nephrology And Urology Investigation,TIER I,NABH,GENERAL WARD,NU004,1000.00
1569,Urodynamic Study (Cystometry),Nephrology And Urology Investigation,TIER I,NABH,GENERAL WARD,NU005,3000.00
1570,Voiding-cysto-urethrogram and retrograde urethrogram (Nephrostogram),Nephrology And Urology Investigation,TIER I,NABH,GENERAL WARD,NU006,8500.00
1571,Fistulogram for Arteriovenous Fistula,Nephrology And Urology Investigation,TIER I,NABH,GENERAL WARD,NU007,9200.00
1572,Partial Nephrectomy -open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU008,40850.00
1573,Partial Nephrectomy-Laparoscopic/Endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU009,50350.00
1574,Nephrectomy Simple -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU010,59850.00
1575,Laparoscopic Nephrectomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU011,59850.00
1576,Nephrolithotomy -open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU012,40850.00
1577,Nephrolithotomy -Laparoscopic/endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU013,50350.00
1578,Pyelolithotomy-open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU014,59850.00
1579,Pyelolithotomy -Laparoscopic/endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU015,50350.00
1580,Operations for Hydronephrosis -pyeloplasty open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU016,50350.00
1581,Operations for Hydronephrosis -pyeloplasty Lap/endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU017,59850.00
1582,Operations for Hydronephrosis Endopyelotomy antegrade,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU018,40850.00
1583,Operations for Hydronephrosis Endopyelotomy retrograde,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU019,40850.00
1584,Operations for Hydronephrosis ureterocalicostomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU020,40850.00
1585,Operations for Hydronephrosis-Ileal ureter,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU021,50350.00
1586,Open Drainage of Perinephric Abscess,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU022,33250.00
1587,Percutaneous Drainage of Perinephric Abscess -Ultrasound guided,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU023,13400.00
1588,Cavernostomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU024,26125.00
1589,Operations for Cyst of the Kidney -open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU025,40850.00
1590,Operations for Cyst of the Kidney Lap/endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU026,50350.00
1591,Ureterolithotomy -open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU027,40850.00
1592,Ureterolithotomy-Lap/Endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU028,50350.00
1593,Nephroureterectomy open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU029,50350.00
1594,Operations for Ureter for -Double Ureters,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU030,50350.00
1595,Operations for Ureter -for Ectopia of Single Ureter,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU031,40850.00
1596,Operations for Vesicoureteral Reflux (VUR) -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU032,40850.00
1597,Operations for Vesicoureteral Reflux (VUR)-Lap/Endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU033,50350.00
1598,Operations for Vesicoureteral Reflux (VUR)/ Urinary incontinence with bulking agents,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU034,40850.00
1599,Ureterostomy - Cutaneous,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU035,33250.00
1600,Uretero-Colic anastomosis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU036,40850.00
1601,Formation of an Ileal Conduit,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU037,50350.00
1602,Ureteric Catheterisation/DJ Stenting,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU038,19000.00
1603,DJ stent removal,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU039,9570.00
1604,Biopsy of Bladder (Cystoscopic) including (Cold Cup Biopsy),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU040,13400.00
1605,Cysto-Litholapaxy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU041,33250.00
1606,Operations for Injuries of the Bladder,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU042,40850.00
1607,Suprapubic Drainage (Cystostomy/vesicostomy),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU043,19000.00
1608,Simple Cystectomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU044,40850.00
1609,Diverticulectomy -open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU045,40850.00
1610,Diverticulectomy- Lap/Endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU046,50350.00
1611,Diverticulectomy -Endoscopic incision of neck,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU047,33250.00
1612,Augmentation Cystoplasty,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU048,50350.00
1613,Operations for Exstrophy of the Bladder- Single stage repair,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU049,40850.00
1614,Operations for Exstrophy of the Bladder- Multistage repair,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU050,40850.00
1615,Operations for Exstrophy of the Bladder- simple cystectomy with urinary diversion,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU051,59850.00
1616,Repair of Ureterocele -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU052,40850.00
1617,Repair of Ureterocele -Lap/Endoscopic,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU053,40850.00
1618,Repair of Ureterocele -Endoscopic incision,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU054,33250.00
1619,Vesicovaginal Fistula (VVF) Repair (Open),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU055,40850.00
1620,Vesicovaginal Fistula (VVF) Repair (Laparoscopic),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU056,50350.00
1621,Open Suprapubic Prostatectomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU057,40850.00
1622,Open Retropubic Prostatectomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU058,40850.00
1623,Transurethral Resection of Prostate (TURP),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU059,59850.00
1624,Urethroscopy/ Cystopanendoscopy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU060,13400.00
1625,Internal urethrotomy -optical,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU061,26125.00
1626,Internal urethrotomy -Core through urethroplasty,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU062,40850.00
1627,Urethral Reconstruction -End to end anastomosis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU063,40850.00
1628,Urethral Reconstruction - substitution urethroplasty (Transpubic urethroplasty),Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU064,50350.00
1629,Abdomino Perineal urethroplasty,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU065,50350.00
1630,Posterior Urethral Valve fulguration.,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU066,33250.00
1631,Operations for Incontinence of Urine - Male -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU067,40850.00
1632,Operations for Incontinence of Urine - Male -Sling,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU068,50350.00
1633,Operations for Incontinence of Urine - Male-Bulking agent,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU069,40850.00
1634,Operations for Incontinence of Urine - Female -Open,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU070,40850.00
1635,Operations for Incontinence of Urine - Female-Sling,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU071,50350.00
1636,Operations for Incontinence of Urine - Female-Bulking agent,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU072,40850.00
1637,Reduction of Paraphimosis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU073,6000.00
1638,Circumcision,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU074,12730.00
1639,Meatotomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU075,8075.00
1640,Meatoplasty,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU076,12730.00
1641,Operations for Hypospadias + Chordee Correction,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU077,33250.00
1642,Operations for Hypospadias - Second Stage,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU078,40850.00
1643,Operations for Hypospadias - One Stage Repair,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU079,40850.00
1644,Operations for Crippled Hypospadias,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU080,40850.00
1645,Operations for Epispadias -primary repair,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU081,40850.00
1646,Operations for Epispadias-crippled epispadias,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU082,50350.00
1647,Partial Amputation of the Penis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU083,33250.00
1648,Total amputation of the Penis,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU084,40850.00
1649,Orchidectomy-Simple,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU085,26125.00
1650,Epididymectomy,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU086,19000.00
1651,Operations for Hydrocele - Unilateral,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU087,26125.00
1652,Operations for Hydrocele - Bilateral,Nephrology And Urology Procedure,TIER I,NABH,GENERAL WARD,NU088,33250.00
